,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Observation ID,Date,Time,Troop,Observers,Location,Latitude ,Longitude,Rain Type,Land Use,Temperature,Cloud Cover,Wind,Wilderness,Den Type,Park Habitat,Troop Number,Complete Count?,Group Spread,Number juveniles/ Sub-Adults,# Pups,# Pregnant,Pregnant third,Identifiable Individuals,Number sick,Illness Rank,Description of Signs,Number injured,Description of Injuries,Feces,Urine,Anal Gland Secr.,Comments,Mix,Troop Name,Split,Columna1,Columna2,Columna3,Columna4
,LIB120917,12-Sep-17,9:00,LIB,LP,Behind Moto Vac,-17.79722,25.15371,No Rain,Residential,23,0,Slightly,Buildings,,,2,No,,2,,,,BM45617,,,,,,,,,Strong signal from BM40617 but nos seen. In trash of House,,,,,,,
,WA/WPLAT120917,12-Sep-17,9:23,WA/WPLAT,LP,Behind Rara Apostolic Church in Zion 47,-17.79505,25.16075,No Rain,Undeveloped,23,0,Yes,Heavily degraded,,,8,No,,,,,,"BM39016, BM40017, BM38516",1,5,BM38516 swollen testicles?,,,,,,,,,,,,,
,FOR120917,12-Sep-17,9:55,FOR,LP,Trash house of Primary Hospital ,-17.80145,25.15,No Rain,Residential,26,0,Yes,Buildings,,,16,No,,3,,,,"BM40117, BM37516, BM46417",1,5,SA with swollen testicles and hais lost at croup,,,,,,Run into den below cenemt path at hospital,,,,,,,
,MOW120917,12-Sep-17,10:18,MOW,LP,At Cultural Village Mowana,-17.781,25.16018,No Rain,Lodge,28,0,Yes,Buildings,,,10,No,,1+,,,,"BM33616, BM45417",1,5,BM33616 with swollen face,,,,,,"Tractor scared them, run into bush ",,,,,,,
,KUBU/KWA120917,12-Sep-17,10:51,KUBU/KWA,LP,"Right next to ""Tween Rest camp and Camp Site""",-17.797827,25.228265,No Rain,Urban,30,0,Slightly,Buildings,Building Material,,10,No,15,5,,,,,,,,,,,,,"Strong signal but not seen BM36616, BM38016, BM36716",,,,,,,
,SEF120917,12-Sep-17,11:23,SEF,LP,Dening?,-17.788329, 25.17715,No Rain,Undeveloped,31,0,Slightly,Heavily degraded,Hole in Ground,,,,,,,,,,,,,,,,,,Strong signal with only the cable: BM44817,,,,,,,
,CSL120917,12-Sep-17,15:40,CSL,LP,"Departmen of Forestry, behind Chopies",-17.80394,25.14782,No Rain,Urban,32,0,Yes,Buildings,,,14,No,,,,,,BM41317,2,4,SA and A with swollen nose,,,,,,Female with missing right hand seems healthy,,,,,,,
,FOR130917,13-Sep-17,8:00,FOR,LP,Next to Police station,-17.80317,25.14944,No Rain,Urban,19,0,Slightly,Buildings,,,15,Yes,30,4,,,,"BM40117, BM46817, BM37916, BM46717, BM46617",1,5,Adult with swollen face   ,,,,,,Adult with blind white left eye,,,,,,,
,KUBU/KWA130917,13-Sep-17,9:14,KUBU/KWA,LP,"Right next to ""Tween Rest camp and Camp Site""",-17.7979,25.22827,No Rain,Urban,26,0,Slightly,Buildings,Building Material,,16,Yes,10,,,,,"BM36616, BM36716, BM36516",2,"3,7","Adult with hair standing, very slim, SA or Adult very skinny hair standing and huched back",,,3,,,Coming out from den,,,,,,,
,MOW130917,13-Sep-17,10:25,MOW,LP,Under front dek of Spa (Behind swimmingpool),-17.78422,25.15801,No Rain,Lodge,29,0,Slightly,Buildings,Deck,,9,No,25,2,,,,"BM45417, BM41017, BM41117",1,5,Adult with very swollen face but good general condition,,,,,,RC with no ear tag,,,,,,,
,CCH140917,14-Sep-17,8:24,CCH,LP,Outside main gate CCH,-17.82753,25.13.915,No Rain,National Park,25,0,No,Slightly degraded,,Shrubland thicket,24,No,,9,,,,BM34916 ,4,,"SA with alopecia on tail, Very skinny Juv with hunched back, A. limping and swollen face, Juv with swollen face",,,,,,,,,,,,,
,WDL140917,14-Sep-17,9:15,WDL,LP,Private House,-17.80882,25.15635,No Rain,Residential,27,0,Slightly,Buildings,,,12,Yes,20,,,,,"BM44117, BM41917",2,,"BM44117 with swollen face, Juv with swollen testicles",,,,,,First report of sick in this troop,,,,,,,
,SEF140917,14-Sep-17,9:48,SEF,LP,Behind prision,-17.78958,25.17899,No Rain,Undeveloped,27,0,No,Heavily degraded,,,11,No,,,,,,,,,,,,,,,Strong signal but not seen BM44817. Run deep into bush.,,,,,,,
,KUBU/KWA140917,14-Sep-17,10:20,KUBU/KWA,LP,"Resting under small House, left courner of Crock Farm",-17.795628,25.232077,No Rain,Urban,28,0,No,Buildings,,,11,No,10,,,,,,,,,,,,,,"Saw 2 RC but could not identifie, strong signal from: BM36616, BM36716, BM38016. Neighbour complained mongoose eat all his chicks and eggs. He said there is an overpopulation of mongoose and he will start shooting them",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,KUBU-KWA,between 14 - 29 Sep 16,,
,MOW140917,14-Sep-17,11:00,MOW,LP,Golf Course MOW ,-17.78547,25.15843,No Rain,Lodge,32,0,Slightly,Cultivated (lawn),,,23,No,,,,,,"BM45417, BM41017  ",,,,,,,,,"Could not identify individuals, where too far away. Where resting, forage and mating",,,,,,,
,ODH140917,14-Sep-17,14:12,Old House,"LP, Isa",Backyard House next to Old House restaurant,-17.79211,25.156009,No Rain,Residential,,0,No,Cultivated (lawn),,,25,No,15,8,,,,,3,,"Adult with old RC injuring his neck, SA with swollen face and testicles, SA slim and hair standing",,,,,,Captured and collares BM47417,,,,,,,
,ODH150917,15-Sep-17,8:35,Old House,LP,Crossing front of New Hope Private Clinic towards Old House Resto.,-17.79283,25.15594,No Rain,Urban,25,0,No,Buildings,,,30,No,,,,,,BM47417,,,,,,,,,"Feeding on Old House trash, mating. Run behind Old House Resto, towards NH Private Clinic",,,,,,,
,WA/WPLAT150917,15-Sep-17,9:25,WA/WPLAT,LP,"Run to Pink House left from ""Low Price Supermarket"", Kgapahmadi",-17.79254,25.15703,No Rain,Residential,25,0,Slightly,Buildings,,,4,No,,,,,,BM39116  ,,,,,,,,,"Hiding under building material between houses. Not seen but strong signal from BM38516, BM40017",,,,,,,
,LIB150917,15-Sep-17,9:59,LIB,LP,"Backyard of house with tall walls, behind Moto Vac",-17.79767,25.15301,No Rain,Urban,30,0,Slightly,Buildings,,,5,No,15,,,,,"BM45717, BM45617, BM40617",,,,,,,,,,,,,,,,
,FOR150917,15-Sep-17,10:29,FOR,LP,Behind Roads Department (Minestry of Transport and Communication),-17.80167,25.15065,No Rain,Urban,30,0,Slightly,Buildings,,,13,No,10,4,,,,"BM40117, BM46817, BM37916, BM46717, BM46617, BM44717",1,5,Adult with dark swollen Nose and face,,,,,,Where foraging but run under House at Roads Dpt. ,,,,,,,
,WA/WPAL160917,16-Sep-17,19:34,WA/WPLAT,LP,Left corner Builders World,-17.79643,25.155247,No Rain,Urban,,,No,Buildings,Under container storage,,8,No,,,,,,,,,,,,,,,"Lot of screaming and one mongoose trying to go under container and other don´t letting him, PLAT feq super strong (without antenna) BM38516 (WPLAT),  BM40017 (WA), BM45917 (PLAT)",1,PLAT/WPLAT/WA,,,,,
,PLAT160917,16-Sep-17,PLAT,,LP,Left corner Builders World,-17.79643,25.155247,No Rain,Urban,,,No,Buildings,Under container storage,,8,No,,,,,,,,,,,,,,,"Lot of screaming and one mongoose trying to go under container and other don´t letting him, PLAT feq super strong (without antenna) BM38516 (WPLAT),  BM40017 (WA), BM45917 (PLAT)",1,PLAT/WPLAT/WA,,,,,
,CSL170917,17-Sep-17,8:18,CSL,LP,Parking of CSL,-1780725,25.14673,No Rain,Lodge,24,0,No,Buildings,Building,,7,No,,1,,,,"BM37416, BM41317",,,,1,Adult with tip or tail missing,6,,,Left yellow ear tag? More individuals on other side of fence.,,,,,,,
??,?170917,17-Sep-17,9:11,?,LP,All over back entrance of Kasane Primary Hospital and soroundings,-17.8014,25.150237,No Rain,Urban,24,0,No,Buildings,,,20,No,,20,,,,,1,8,"SA with difficulties to walk with back legs, slightly swollen nose and testicles",,,,,,"No Freq detected, weak signal from FOR, part of PLAT?",,,,,,,
,FOR170917,17-Sep-17,9:29,FOR,LP,Between Swimming pool and river at Marina Lodge,-17.80096,25.14862,No Rain,Lodge,24,0,No,Buildings,,,15,No,30,,,,,"BM46817, BM46417, BM37916, BM46717, BM40117, BM45917",1,5,Adult female with swollen nose,1,Adult with blind left eye,,,,"BM45917 from PLAT came with around 15 juveniles and start fighting FOR. Mongoose running and screaming all around Marina Lodge, caos! ",,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,WA/WPLAT,,,
,CS220917,22-Sep-17,8:52,CSL,LP,Between Chobe Land Boat and River,,,No Rain,Urban,27,0,Yes,Heavily degraded,,,31,No,,5,,,,,2,5,Two SA look skinny,1,"Adult with 1/3 of tail missing, but healed",,,,Run towards Forestry Department and back. Could not identifye more but strong signal from BM41317,,,,,,,
,FOR220917,25-Sep-17,9:20,FOR,LP,Running from Road Department to Kasane Primary Hospital,-17.801466,25.150237,No Rain,Urban,27,0,Yes,Buildings,,,15,No,,4,,,,"BM37916, BM46717, BM40117, BM46817, BM46617, BM46517, BM46417",1,5,SA with dark fur and swollen nose. Goof general condition ,,,,,,"Troop run to main gate of hospital and rest, grooming",,,,,,,
,LIB220917,22-Sep-17,9:50,LIB,LP,Between houses,-17.79787,25.154051,No Rain,Residential,27,0,Yes,Buildings,,,,,,,,,,,,,,,,,,,Strong signal but not seen BM40617,,,,,,,
,WA/PLAT220717,22-Sep-17,10:10,WA/PLAT,LP,Plot front of Builders World,-17.796787,25.155167,No Rain,Urban,29,0,Very,Buildings,Building Material,,,,,,,,,,,,,,,,,,Not seen strong signal from BM38516 (WPLAT) and BM45917 (PLAT),1,PLAT/WPLAT,,,,,
,WPLAT220717,22-Sep-17,10:30,WPLAT,LP,Backyard of closed house,-17.793544,25.157825,No Rain,Residential,29,0,Yes,Buildings,,,2,No,,,,,,,,,,,,,,,Not seen but strong signal from BM40017,,,,,,,
,ODH220917,22-Sep-17,11:00,ODH,LP,Running front of Waterlily Lodge,-17.794555,25.15436,No Rain,Urban,,0,Very,Buildings,,,25,No,,,,,,BM47417,3,4,"Adult with incarnated old RC has a swollen face, Adult with swollen face, very slim juvenile",,,,,,,,,,,,,
,MOW220917,22-Sep-17,11:30,MOW,LP,In bush behind Private Lileden (Mow),-17.7824,25.16269,No Rain,Lodge,31,0,Yes,Slightly degraded,Rocks,,20,No,,,,,,,,,,,,,,,,,,,,,,
,SEF220917,22-Sep-17,12:16,SEF,LP,Behind prision,-17.789,25.1772,No Rain,Undeveloped,32,0,Yes,Heavily degraded,Rocks,,,,,,,,,,,,,,,,,,Not seen but strong signal from BM44817,,,,,,,
,WDL220917,22-Sep-17,16:16,WDL,LP,On the Forest Reserve side of Upper Road,-17.810266,25.159262,No Rain,Undeveloped,32,0,No,Heavily degraded,,,5,No,,,,,,,,,,,,,,,"Not seen but strong signal from BM44117, BM41917",,,,,,,
,PLAT220917,22-Sep-17,16:42,PLAT,LP,Between houses,-17.792395,25.1572,No Rain,Urban,31,0,Slightly,Buildings,,,,,,,,,,,,,,,,,,,Not seen but strong singnal of only one RC BM45917,,,,,,,
,WDL250917,25-Sep-17,10:07,WDL,LP,Yard of Wilderness Air,-17.809103,25.156564,No Rain,Residential,30,0,Slightly,Cultivated (lawn),,,17,,15,5,,,,"BM41917, BM44117, BM43917",1,5,BM41917 swollen face?,,,,,,,,,,,,,
,CSL250917,25-Sep-17,11:11,CSL,LP,In bush between river and Choppies,-17.80459,25.14693,No Rain,Urban,32,0,Slightly,Heavily degraded,,,47,Yes,,,,,,BM45117,3,5,"A and SA with swollen face, SA with swollen dark nose",,,,,,"Two individuals with collars (red/brown and black) not identifiable, saw one with RC. Strong signal from BM41317",,,,,,,
,FOR250917,25-Sep-17,11:45,FOR,LP,Between houses and Kasane Primary Hospital,-17.80188,25.14977,No Rain,Urban,33,0,No,Buildings,,,13,No,,2,,,,"BM40117, BM46717, BM44117, BM37916",2,5,A and SA with swollen face  ,1,Adult with blind (white) left eye,,,,Run to den (hole in ground) next to main gate of hospital,,,,,,,
,CSL270917,27-Sep-17,11:15,CSL,LP,"Under Retaurant deck, at swimmong pool of Bush lodge",-17.80736,25.1473,No Rain,Lodge,34,40,Slightly,Buildings,Building,,,,,,,,,,,,,,,,,,Not seen but strong signal only with cable of BM41317,,,,,,,
,FOR270917,27-Sep-17,12:05,FOR,LP,"Aroud room #5, Chobe Marina Lodge",-17.80134,25.14871,No Rain,Lodge,35,0,No,cultivated (lawn),,,12,No,,4,,,,"BM40117, BM46617, BM46517, BM37916, BM46717, BM46817",3,,,,,,,,,,,,,,,
,LIB270917,27-Sep-17,12:41,LIB,LP,Behind Minestry of Agriculture,-17.79568,25.15485,No Rain,Urban,35,0,No,Buildings,,,4,No,,1+,,,,"BM40617, BM45717  ",1,,SA slightly swollen nose,,,,,,,,,,,,,
,WDL270917,27-Sep-17,16:51,WDL,LP,Building materials of house back of Wilderniss Air Office,-17.80885,25.15635,No Rain,Residential,36,10,No,Buildings,Building Material,,8,No,15,3,,,,"BM41917, BM44117  ",1,,SA slightly swollen face,,,,,,Playing and resting before denning ,,,,,,,
?,ODH270917,27-Sep-17,18:20,ODH,LP,Spar trash house ,-17.795237,25.153198,No Rain,Urban,34,0,No,Buildings,,,31,Yes,,,,,,,,,,3,"Adut with 1/3 tail, Adult with 2/3 tail, SA limping",,,,"NO RC!!! ODH freq across the street….. Troop run to Waterlily lodge from behind, came out in the front and run to house with green gate next to it. Nobody opend when I nocked….",,,,,,,
,WA/PLAT280917,28-Sep-17,9:24,WA/PLAT,LP,"Backyard of house left from ""Chiloto Guest House""",-17.79467,25.15864,No Rain,Residential,27,0,Very,Buildings,Building Material,,9,No,,2,,,,"BM46317 (PLAT), BM44217 (PLAT), BM40017 (WA)",3,,"Adult with lesions on nose, 2 SA slightly swollen nose",,,,,,,,,,,,,
,CCH280917,28-Sep-17,13:49,CCH,"LP, PK",Trash house CCH,-17.82762,25.13812,No Rain,Lodge,27,30,Slightly,Buildings,,,22,No,,2,,,,BM34916,6,,"2 Ad. dark slightly swollen face, 1 Juv lying funny onthe ground, looks skinny, 1 Ad withh swollen nose and slightly swollen testicles very food agressive, 1 Ad with lesions onnose, 1 SA slightly swollen nose",,,,,,,,,,,,,
,KUBU290917,29-Sep-17,8:05,KUBU,LP,Pit letrine next to Crock Farm,-17.79556,25.23243,No Rain,Urban,23,0,Slightly,Heavily degraded,Building,,15,No,15,3,,,,"BM36616, BM38016  ",1,2,"Ad. swolen face, body condition 4",,,6,,,Only KUBU! Could not find KWA anywhere. Had a strange signal around Kwalape Lodge but could not net closer.,,,1,KUBU-KWA,,,
,SEF290917,29-Sep-17,9:35,SEF,LP,E BEYOND,-17.78482,25.17269,No Rain,Undeveloped,27,0,Very,Heavily degraded,,,21,No,300,8,,,,,2,"2,2","Ad slighly swollen nose, enlarged testicles, brownisch fur. SA female slightly swollen face",,,,,,Could not see RC (BM44818) but strong signal. Mongoose are all around. around 14 more came from bush behind building and runa way again. Some others were in place next to E Beyond,,,,,,,
,MOW290917,29-Sep-17,10:30,MOW,LP,Run from den in rocks to trash house,-17.78227,25.16034,No Rain,Lodge,28,0,Very,Slightly degraded,Rocks,,26,No,,,,,,"BM45417, BM33616",1,1,Ad swollen nose,,,,,,"I was waiting outside the trash house but people came an scared them away, run deep into bush ",,,,,,,
,PLAT/WPLAT,29-Sep-17,16:13,PLAT/WPLAT,LP,Water tank place at plateau,-17.80149,25.15762,No Rain,Residential,33,30,Slightly,Buildings,,,4,No,,,,,,"BM38516, BM45917",,,,,,,,,,1,PLAT/WPLAT,,,,,
,FOR300917,30-Sep-17,8:10,FOR,"LP, PK",Crap house behind Road Deparment ,-17.80175,25.15084,No Rain,Urban,,20,Slightly,Buildings,,,16,No,,,,,,,,,,,,10,,,Runing all directions,,,,,,,
,CSL300917,30-Sep-17,8:45,CSL,"LP, PK",Main Gate Police Station,-17.80314,25.14922,No Rain,Urban,,0,Slightly,Buildings,,,20,No,,,,,,BM41317,,,,,,10,,,"All around Police Station, some cross road to Department of Road, Transport ans Safety",,,,,,,
,WDL031017,3-Oct-17,8:40,WDL,LP,Bush next to Travel Lodge,-17.812753,25.154741,No Rain,Urban,28,0,Very,Heavily degraded,,,17,No,,2,,,,"BM44117, BM41917",,,,,,,,,Run to trash house of Travel Lodge but got chased away. Run back to bush towards CARACAL,,,,,,,
,PLAT031017,3-Oct-17,9:45,PLAT,LP,Backyard of house,-17.793687,25.157715,No Rain,Residential,28,0,Very,Buildings,,,,,,,,,,,,,,,,,,,Not seen but strong singnal 148.0189 from BM45017,,,,,,,
,LIB051017,5-Oct-17,18:30,LIB,"LP, PK",Runing front of library,-17.796838,25.154488,No Rain,Urban,32,10,No,Buildings,,,4,Yes,5,,,,,BM40617,,,,,,,,,"Could not identifie ear tags, was too dark",,,,,,,
,CSL061017,6-Oct-17,10:40,CSL,"LP, PK",Crossing srteer from Bush Lodhe to Safari Lodge,-17.8075,25.14645,No Rain,Lodge,32,100,Slightly,Buildings,,,50,No,,5,,,,BM37416 ,2,"2, 1","Ad dark swollen face and nose, Juv swollen nose",,,15,,,"Female without hand, adult with 2/3 tail (swollen face and nose). Juveniles playing",,,,,,,
,PLAT091017,6-Oct-17,11:30,PLAT,"LP, PK",In Scrap heap,-17.79377,25.15764,No Rain,Residential,32,100,Slightly,Buildings,,,,,,,,,,,,,,,,,,,BM 45017 (Freq 148.02) found dead. Seems to be dead for a few weeks.,,,,,,,
,WPLAT/PLAT091017,9-Oct-17,11:55,WPLAT/PLAT,LP,Backyard of BTC Customer Servide,-17.79658,25.15587,No Rain,Urban,29,99,Slightly,Buildings,,,9,No,20,3,,,,"BM43017, BM38516, BM45917",1,4,Adult with RC and no ear tags slim with swollen testicles,,,,,,"hiding in building material,  walking arround, chilling",,,,,,,
,WA/PLAT091017,9-Oct-17,12:40,WA/PLAT,LP,"Parking of ""The Gardenn Lodge""",-17.79133,25.15732,No Rain,Urban,29,90,Slightly,Cultivated (lawn),,,10,Yes,10,,,,,"BM40017, BM46217, BM46017, BM46117",1,5,Male SA with open wound on nose,,,,,,RC with no ear tag. 3 juvenile from PLAT troop,,,,,,,
,MOW091017,9-Oct-17,14:00,MOW,LP,"In bush behind ""Eden"" (Mowana Lodge)",-17.78235,25.16238,No Rain,Lodge,31,80,Slightly,Slightly degraded,Rocks,,25,No,,,,,,"BM45417, BM41017",1,2,RC with swollen face,,,,,,"Came scared out of den, split in two groups, BM45417 run with aprox 10 individuals to the left and BM41017 with aprox other 10 to the right.",,,,,,,
,SEF091017,9-Oct-17,14:25,SEF,LP,"Backyard of ""District Supplies Depot"", next to e Beyond",-17.7853,25.17279,No Rain,Undeveloped,,85,Yes,Buildings,Building Material,,17,Yes,,,,,,BM44817,,,,,,,,,Run from den into bush behind plots,,,,,,,
,KUBU091017,9-Oct-17,15:41,KUBU,LP,Nature Trail at Kubu Lodge,-17.7959,25.22992,No Rain,Lodge,31,100,Slightly,Slightly degraded,,,17,No,30,2,,,,"BM36616, BM38016",,,,,,,,,"Could not identifie ear tags, were too far away",,,,,,,
,KUBU121017,12-Oct-17,8:15,KUBU,"LP, PK","Trash house ""Big 5 Lodge""",-17.79636,25.23986,No Rain,Lodge,27,10,Slightly,Buildings,,,15,Yes,,1+,,,,BM36616,2,2,"Adult Left Organge with swollen face, Juv slim and swollen face",,,12,,,"One feces is diarrhea, and there was somthing that looked like vomiting. ",,,,,,,
,KWA121017,12-Oct-17,8:45,KWA,"LP, PK","Not seen, the signal seems to come from behind ""The Recidence Kazungula""",-17.794908,25.238246,No Rain,Urban,28,10,Slightly,,,,,,,,,,,,,,,,,,,,Not seen but signal from BM36716,,,,,,,
,CGL101017,13-Oct-17,8:25,CGL,"LP, PK",Workshop CGL (Car wash),-17.84243,25.07562,No Rain,Lodge,28,0,Very,Buildings,Cement Path,,15,No,,,,,,"BM41617, BM41517",1,2,Ad swollen nose,,,7,,,Comming out of den,,,,,,,
,CCH131017,13-Oct-17,10:30,CCH,"LP, PK",Around laundry rooms,-17.828113,25.136941,No Rain,Lodge,28,0,Very,Buildings,,,26,Yes,,5,,,,BM34916,2,"5, 3","Ad skinny withopen wound on nose, Juvenile, brownisch fur and swollen face vomiting",5,"Juv with last 1/3 of tail broken, Juv limping back left leg, Juv with fresh injuries on left site of thorax, looks as if somthinn bit it. Two other adults limpig",10,,,,,,,,,,
,FOR171017,17-Oct-17,8:31,FOR,LP,Road Department,-17.80146,25.1505,No Rain,Urban,38,0,Slightly,Buildings,,,10,No,15,5,,,,"BM46717, BM44717, BM40117, BM46617, BM46817, ",2,2,"BM46617 swollen dark face, Ad looks healthy but sleep in his left swollen eye",,,,,,Ad with only R yellow ,,,,,,,
,WPALT/PLAT171017,17-Oct-17,9:32,WPLAT/PLAT,LP,At bridge house behint water tanks (Plateau),-17.8014,25.1557,No Rain,Residential,,0,Slightly,Buildings,,,18,No,,2,,,,"BM45917, BM38516",2,"2,3","Male with swollen testicles, Ad male with swollen nose",1,SA skinny limping right leg,,,,"Male with old RC and no ear tag. The limpig JUV, both RC and another Ad were left behind.",,,,,,,
,WA171017,17-Oct-17,10:10,WA,LP,Between bush and house,-17.79661,25.16451,No Rain,Residential,,0,Slightly,Heavily degraded,,,4,No,,2,,,,BM40017,,,,,,,,,Left and right ear tag very dirty can´t see color,,,,,,,
,WDL181017,18-Oct-17,11:00,WDL,LP,"House under construction, Plateau",-17.80922,25.15539,No Rain,Residential,36,0,Yes,Buildings,,,17,Yes,10,3,,,,"BM44117, BM41917, BM43917",1,2,Ad dark slightly swollen face,,,,,,Run into bush,,,,,,,
,MOW181017,18-Oct-17,11:25,MOW,LP,"Behind Game-drive-cars-parking, MOW",-17.78273,25.15939,No Rain,Lodge,36,0,Slightly,Heavily degraded,Hole in Ground,,,,,,,,,,,,,,,,,,"Strong signal with only the cable: BM41017, BM45417",,,,,,,
,SEF181017,18-Oct-17,12:55,SEF,LP,"Backyard of ""District Supplies Depot"", next to e Beyond",-17.7853,25.17279,No Rain,Urban,38,0,Yes,Buildings,Building Material,,17,No,5,5,,,,"BM44817, BM43717",2,2,"R yellow dark face, BM47317 skinny with hunchback",1,Juv with 1/2 tail,,,,"All Juv look slim, ",,,,,,,
,PARKTROOP,19-Oct-17,9:10,PARKTROOP,LP,Half way to river in CNP,-17.83507,25.13635,No Rain,National Park,35,10,Very,Slightly Degraded,,Shrubland thicket,13,No,,1+,,,,,1,3,Juv swollen pig nose and swollen testicles,,,,,,Troop left SW from GPS point,,,,,,,
,CGL1091017,19-Oct-17,10:15,CGL,LP,Coming out of den outside lodge,-17.84432,25.07805,No Rain,National Park,,30,Yes,Slightly Degraded,Fallen tree,Open shrubland,10,No,5,5,,,,"BM41517, BM31816",2,"2,4","Ad with watery eyes, BM41517 slim with swollen testicles, nose and face",,,,,,,,,,,,,
,CSL191017,19-Oct-17,11:35,CSL,LP,"Denning under T2, CSL camping site (where tudents were)",-17.808241,25.146203,No Rain,Lodge,36,Smoke,Slightly,Buildings,Deck,,,,,,,,,,,,,,,,,,Not seen but BM start alarm vocalizating when I was close. Strong ignal without antenna from BM 41317,,,,,,,
,ODH/PLAT271017,27-Oct-17,9:00,ODH/PLAT,"LP, PK",Trash house Hospital,-17.80145,25.15015,No Rain,Urban,37,80,Yes,Buildings,,,18,No,,3,,,,BM47417,3,"2,4,4","BM47417 swolen nose, Ad with RC no er tags seollen nose, testicles and face, Ad pig nose",,,4,,,Run towards Road Department,1,ODH/PLAT,,,,,
,WPLAT/PLAT311017,31-Oct-17,11:17,WPLAT/PLAT,LP,Abandoned house three plots from Plateau S. Adventist Church,-17.80291,25.15706,No Rain,Residential,27,0,Slightly,Buildings,Building,,10,No,30,4,,,,BM45917  ,2,"3,4","Juv swollen face, Juv swollen testicles skinny limping",1,RC no ear tag limpinh back left,,,,Not seen but signal from 148.9401 WPLAT BM38515,,,,,,,
,WA311017,31-Oct-17,12:24,WA,LP,Scrap heap backyard of house,-17.79365,25.15771,No Rain,Residential,29,30,Very,Buildings,Scrap Heap,,6,No,10,4,,,,BM40017  ,3,"1,3,4","Juv very skinny hunched back, Juv swollen testicles, Ad swollen nose",,,,,,"Did not come put from den, hard to see",,,,,,,
,ODH311017,31-Oct-17,12:49,ODH,LP,The Garden Lodge,-17.79096,25.15694,No Rain,Lodge,29,40,Slightly,Cultivated (Lawn),,,32,No,,15,,,,BM47417,2,"4, ","Old RC swollen testicles, and nose. Juv very skinny, brownisch fur. ",,,,,,Juv with 1/3 tail. Ad runing with dead mice in mouth. 13 Juv came from outside screamong looking for the rest of the troop,,,,,,,
